fsym_id,sector,industry_group,industry,sub_industry,sector_id,industry_group_id,industry_id,sub_industry_id
W91F62-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
W91W1H-R,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail,30,3010,301010,30101030
WB32GQ-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
WB34LS-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
WC5Y1H-R,Industrials,Transportation,Road & Rail,Railroads,20,2030,203040,20304010
WDG05S-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
WDGX90-R,Materials,Materials,Metals & Mining,Steel,15,1510,151040,15104050
WFH94G-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
WFJYTJ-R,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,50,5020,502030,50203010
WFLMHL-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
WFMVVR-R,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,40,4020,402030,40203040
WGLQTS-R,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,20,2010,201050,20105010
WGXV7D-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
WHQQKM-R,Materials,Materials,Metals & Mining,Silver,15,1510,151040,15104045
WJYLFT-R,Materials,Materials,Metals & Mining,Copper,15,1510,151040,15104025
WK3BVM-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
WL1C5V-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
WL1GCY-R,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,35,3520,352030,35203010
WM5BXP-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
WM8ZW3-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
WN8BRL-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,10,1010,101020,10102040
WN99LH-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
WNCY3G-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
WPFS7S-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,10,1010,101020,10102010
WPKF66-R,Consumer Discretionary,Retailing,Specialty Retail,Computer & Electronics Retail,25,2550,255040,25504020
WQK5W2-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
WQQ01L-R,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,50,5020,502020,50202010
WRTQ85-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
WRVHRX-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,20,2020,202010,20201050
WRYB4K-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,10,1010,101020,10102040
WTJ15D-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
WW3PDJ-R,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services,60,6010,601020,60102040
WW7DBW-R,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,25,2510,251010,25101010
WXD74Z-R,Materials,Materials,Containers & Packaging,Paper Packaging,15,1510,151030,15103020
WYCPCP-R,Communication Services,Media & Entertainment,Media,Broadcasting,50,5020,502010,50201020
WYJT0C-R,Financials,Banks,Banks,Diversified Banks,40,4010,401010,40101010
WZHGL6-R,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,40,4010,401020,40102010
X0MNQ7-R,Materials,Materials,Containers & Packaging,Metal & Glass Containers,15,1510,151030,15103010
X0N4MP-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
X0QJ91-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
X0SP8Y-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,10,1010,101010,10101010
X1RJ5Y-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
X1SCTR-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
X1SH0V-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
X2DZC9-R,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,25,2520,252020,25202010
X3JLR4-R,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc,45,4510,451020,45102030
X42HGH-R,Materials,Materials,Metals & Mining,Copper,15,1510,151040,15104025
X44SZS-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
X45VWN-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
X47RHF-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care,35,3510,351020,35102030
X4JD2N-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,10,1010,101020,10102040
X59HZ5-R,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,45,4520,452010,45201020
X5BL05-R,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,20,2010,201040,20104020
X6FP15-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
X7GQ47-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
X8L2PH-R,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,35,3520,352030,35203010
X8LB4Q-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
X9Q3HC-R,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs,60,6010,601010,60101060
XD67LR-R,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs,60,6010,601010,60101080
XF43NV-R,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,20,2010,201060,20106010
XF814J-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
XGFDHN-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
XHD46K-R,Financials,Insurance,Insurance,Insurance Brokers,40,4030,403010,40301010
XJP9V8-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
XKBMRH-R,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,35,3520,352030,35203010
XKPF5G-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
XKPH9J-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
XKPX2X-R,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs,60,6010,601010,60101060
XKT8J2-R,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs,60,6010,601010,60101080
XKTZWR-R,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,25,2550,255040,25504010
XLT03X-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",25,2530,253010,25301020
XLV24X-R,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,25,2510,251020,25102010
XLXZ75-R,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,25,2550,255040,25504010
XLY63V-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
XM8P7T-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,10,1010,101020,10102040
XMYTFJ-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,35,3510,351020,35102020
XN99FC-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
XNRMXZ-R,Consumer Staples,Household & Personal Products,Personal Products,Personal Products,30,3030,303020,30302010
XP380S-R,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,50,5010,501010,50101020
XQCN4R-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
